gpu_count,baseline_wait,rl_wait,gpu_group
1,2.283333333333333,0.21666666666666667,1
1,2.3,0.18333333333333332,1
1,2.316666666666667,0.16666666666666666,1
1,2.5,0.13333333333333333,1
1,2.5166666666666666,0.1,1
1,2.5166666666666666,0.08333333333333333,1
1,2.5166666666666666,0.05,1
1,2.5833333333333335,0.016666666666666666,1
1,2.566666666666667,0.0,1
1,2.566666666666667,0.9833333333333333,1
1,2.716666666666667,0.95,1
1,2.7,0.9166666666666666,1
1,2.9166666666666665,0.9,1
1,2.933333333333333,0.8666666666666667,1
1,2.9833333333333334,0.8333333333333334,1
1,3.033333333333333,0.8166666666666667,1
1,3.0833333333333335,0.7833333333333333,1
1,3.1666666666666665,0.75,1
1,3.183333333333333,0.7166666666666667,1
1,3.183333333333333,0.6833333333333333,1
1,3.1666666666666665,0.6666666666666666,1
1,3.283333333333333,0.6333333333333333,1
1,3.25,0.6,1
1,3.45,0.5666666666666667,1
1,3.6,0.5333333333333333,1
1,3.783333333333333,0.5166666666666667,1
1,3.75,0.48333333333333334,1
1,4.033333333333333,0.4666666666666667,1
1,4.416666666666667,0.43333333333333335,1
1,4.6,0.4166666666666667,1
1,0.0,0.4,1
1,4.866666666666666,0.38333333333333336,1
1,0.03333333333333333,0.38333333333333336,1
1,0.0,0.35,1
1,0.016666666666666666,0.3333333333333333,1
1,0.016666666666666666,0.3,1
1,0.0,0.2833333333333333,1
1,0.016666666666666666,0.26666666666666666,1
